trace_id,feature,kind,requirement_id,requirement,spec_path,api,implementation,tests,ci_evidence,classification,notes
008-FR-019,008,FR,FR-019,System MUST provide deterministic mock-test behavior for every public RHI resource and pipeline contract introduced by this feature.,specs/008-rhi-resource-pipeline/spec.md:145,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-FR-020,008,FR,FR-020,"System MUST preserve all existing RHI core device, command queue, command buffer, fence, semaphore, swapchain, result, queue type, and format behavior.",specs/008-rhi-resource-pipeline/spec.md:146,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-FR-021,008,FR,FR-021,"System MUST keep real graphics backend calls, shader compilation, memory allocation strategy, resource upload scheduling, and render graph execution outside this feature.",specs/008-rhi-resource-pipeline/spec.md:147,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-SC-001,008,SC,SC-001,"A developer can validate buffer, texture, sampler, shader module, pipeline layout, descriptor set, graphics pipeline, compute pipeline, render pass, and framebuffer contracts through mock tests in under 5 minutes using the project test executable.",specs/008-rhi-resource-pipeline/spec.md:168,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-SC-002,008,SC,SC-002,"Mock-based tests cover 100% of public RHI resource and pipeline contracts introduced by this feature, with at least one success path and one negative path for each contract.",specs/008-rhi-resource-pipeline/spec.md:169,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-SC-003,008,SC,SC-003,"Invalid resource descriptions, incompatible descriptor updates, invalid pipeline descriptions, and incompatible framebuffer attachments are detected without process crashes in all test scenarios.",specs/008-rhi-resource-pipeline/spec.md:170,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-SC-004,008,SC,SC-004,"A renderer-facing smoke test can describe resources, bind them through a descriptor set, create a compatible pipeline, create a render pass/framebuffer pair, and validate the complete mock setup with zero backend-specific dependencies.",specs/008-rhi-resource-pipeline/spec.md:171,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-SC-005,008,SC,SC-005,"Public RHI resource and pipeline behavior can be reviewed without reference to any concrete graphics API, backend implementation, platform-specific presentation implementation, or renderer implementation.",specs/008-rhi-resource-pipeline/spec.md:172,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
008-SC-006,008,SC,SC-006,The feature preserves all existing RHI core test outcomes while adding resource and pipeline validation coverage.,specs/008-rhi-resource-pipeline/spec.md:173,"Source/RHI/Public/RHI/{IRHIBuffer,IRHITexture,IRHISampler,IRHIShaderModule,IRHIDescriptorSet,IRHIGraphicsPipeline,IRHIComputePipeline,IRHIRenderPass,IRHIFramebuffer}.h",Source/RHI/Public/RHI/FRHI*Desc.h validators; Tests/RHICoreTests.cpp mocks,Tests/RHICoreTests.cpp; Tests/VulkanBackendTests.cpp; Tests/Main.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for resource, descriptor, pipeline, render-pass, and framebuffer contracts."
009-FR-001,009,FR,FR-001,"System MUST allow a developer to request initialization of the Vulkan backend and receive an explicit success, unsupported, invalid-state, or failed result.",specs/009-vulkan-device-swapchain/spec.md:134,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-002,009,FR,FR-002,"System MUST discover available graphics adapters, reject candidates that fail required capability gates, and select one compatible adapter using deterministic scoring that prefers discrete GPUs, stronger queue support, presentation support, and required formats.",specs/009-vulkan-device-swapchain/spec.md:135,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-002a,009,FR,FR-002a,"System MUST own adapter identity and rejection data, reject empty identities before scoring, and keep selection deterministic without borrowing caller storage.",specs/009-vulkan-device-swapchain/spec.md:136,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-003,009,FR,FR-003,"System MUST expose selected device capabilities through the existing RHI capability model, including queue support, presentation support, synchronization support, supported frame count limits, and supported formats.",specs/009-vulkan-device-swapchain/spec.md:137,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-003a,009,FR,FR-003a,System MUST derive public supported formats and format-gated resource creation from the same concrete format set retained by the selected adapter.,specs/009-vulkan-device-swapchain/spec.md:138,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-004,009,FR,FR-004,System MUST create an active backend device only when all required initialization steps complete successfully.,specs/009-vulkan-device-swapchain/spec.md:139,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-004a,009,FR,FR-004a,System MUST require explicit opt-in for deterministic fallback and MUST NOT report that fallback as an available real Vulkan runtime.,specs/009-vulkan-device-swapchain/spec.md:140,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-005,009,FR,FR-005,"System MUST reject or cleanly fail initialization when required runtime support, required extensions, compatible adapters, or required queue capabilities are unavailable.",specs/009-vulkan-device-swapchain/spec.md:141,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-005a,009,FR,FR-005a,"System MUST request validation support in debug/development environments when available, and MUST report missing validation support diagnostically without failing backend device initialization.",specs/009-vulkan-device-swapchain/spec.md:142,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-006,009,FR,FR-006,"System MUST expose graphics, compute, transfer, and present queue availability according to the selected device capabilities.",specs/009-vulkan-device-swapchain/spec.md:143,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-007,009,FR,FR-007,System MUST allow creation of RHI command queues for supported queue types and reject unsupported queue types through explicit status values.,specs/009-vulkan-device-swapchain/spec.md:144,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-008,009,FR,FR-008,"System MUST preserve the existing RHI queue contract behavior for queue type query, submitted command count query, explicit submission rejection, and wait-idle behavior where applicable to this phase.",specs/009-vulkan-device-swapchain/spec.md:145,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-008a,009,FR,FR-008a,System MUST support queue wait-idle for created backend queues and MUST reject missing or non-executable command buffer submissions explicitly until real command buffer recording is delivered in a later phase.,specs/009-vulkan-device-swapchain/spec.md:146,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-009,009,FR,FR-009,System MUST create synchronization objects that satisfy the existing RHI fence and semaphore lifecycle and status contracts.,specs/009-vulkan-device-swapchain/spec.md:147,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-010,009,FR,FR-010,"System MUST reject fence, semaphore, queue, and swapchain creation after device shutdown with invalid-state status.",specs/009-vulkan-device-swapchain/spec.md:148,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-011,009,FR,FR-011,System MUST allow creation of a presentation surface from the existing Core platform window wrapper when it contains a supported native window handle.,specs/009-vulkan-device-swapchain/spec.md:149,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-012,009,FR,FR-012,"System MUST reject missing, null, invalid, or unsupported Core platform window handles without creating a usable surface or swapchain.",specs/009-vulkan-device-swapchain/spec.md:150,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-013,009,FR,FR-013,"System MUST create a swapchain only when the selected device, surface, presentation mode, image count, and format are mutually compatible.",specs/009-vulkan-device-swapchain/spec.md:151,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-014,009,FR,FR-014,"System MUST expose swapchain frame count, current frame index, acquire-next-frame, and present behavior through the existing RHI swapchain contract.",specs/009-vulkan-device-swapchain/spec.md:152,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-015,009,FR,FR-015,"System MUST report resize-required, unavailable, invalid-state, timeout, or failed outcomes explicitly when frame acquisition or presentation cannot proceed normally.",specs/009-vulkan-device-swapchain/spec.md:153,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-016,009,FR,FR-016,System MUST support swapchain recreation after resize-required or unavailable presentation state once valid presentation inputs are restored.,specs/009-vulkan-device-swapchain/spec.md:154,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-017,009,FR,FR-017,"System MUST ensure backend device shutdown transitions owned queues, synchronization objects, and swapchains into states that cannot be used for new work.",specs/009-vulkan-device-swapchain/spec.md:155,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-018,009,FR,FR-018,System MUST preserve existing RHI core and RHI resource/pipeline contract test outcomes while adding backend device and swapchain validation.,specs/009-vulkan-device-swapchain/spec.md:156,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-019,009,FR,FR-019,"System MUST provide deterministic test coverage for success paths and negative paths for backend initialization, adapter selection, queue creation, synchronization creation, swapchain creation, frame acquire/present, resize recovery, and shutdown.",specs/009-vulkan-device-swapchain/spec.md:157,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
009-FR-020,009,FR,FR-020,"System MUST keep buffer creation, texture creation, shader module creation, descriptor sets, pipeline creation, command buffer recording, and resource upload scheduling outside this feature's delivered scope.",specs/009-vulkan-device-swapchain/spec.md:158,"Source/Backend/Vulkan/Public/VulkanRHI/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore,FVulkanRuntimeSnapshot}.h","Source/Backend/Vulkan/Private/{FVulkanInstance,FVulkanDevice,FVulkanSurface,FVulkanSwapchain,FVulkanQueue,FVulkanFence,FVulkanSemaphore}.cpp",Tests/VulkanBackendTests.cpp; Tests/VulkanNativeIntegrationTests.cpp,.github/workflows/ci.yml; Build/*/Tests/StonerTest,FeatureMapped,"Feature-level evidence seed for Vulkan instance, device, queue, sync, surface, and swapchain behavior."
